source,exact,comment,tags
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2215,21st March 2007,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2215,31 years old,,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2215,He,male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2215,unduly lenient,sentence is unduly lenient,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2215,Appeal a sentence,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2215,Attorney-General seeks leave,Attorney-General,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"appeal against a sentence following refusal by the single judge, together with an extension of time of approximately six days in which to renew his application for leave to appeal.  2Copy link to this paragraphOn 12 June 2023, before the Common Sergeant of London sitting at the Central Criminal Court, the applicant, then aged 31,",offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,All three men,2,"['Co-defendants/co-accused', 'CoDefAccNum']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,refused,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,There are no arguable grounds to interfere with the judge's assessment of dangerousness,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,judge arrived at a sentence which was manifestly excessive as the judge incorrectly concluded the applicant was dangerous.,,['ReasonSentExcessNotLenient']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,high risk of serious harm to the public,,['PreSentReport']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,late guilty plea,,['Confess/Plead']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,at the time of the offence the applicant was on licence for other offences,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,the firearm was disposed of following the incident and has never been recovered,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,the offence was committed as part of a group,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,a prohibited weapon - a sawn-off shotgun,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"he lives in constant fear, and now sleeps in his car so he can keep on the move",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,victim personal statement,,['VicImpactStatement']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"applicant had 10 convictions for 21 offences,",previous offences ,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"professional Class A drug dealer for a number of years, earning several thousands of pounds a week.",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,disposed of the shotgun immediately,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,collect a consignment of cocaine,yes - drugs,['OffIntoxOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,All three men,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"his mother to get a tenant, Tom Kennedy,",1,['VicNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"his mother to get a tenant, Tom Kennedy",individual person,['VictimType']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"his mother to get a tenant, Tom Kennedy,",acquaintance ,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,Mr,male,['VicSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,Mr Kennedy lived,fixed address,['VicHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,At around midnight,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,sawn-off shotgun,weapon,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,his,male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"judge erred in finding the applicant to be dangerous within the meaning of section 279 of the Sentencing Act 2020 and, therefore, erred in imposing an extended term of sentence with the consequence that the sentence was manifestly excessive.",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,section 16A of the Firearms Act 1968,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,possessing a firearm with intent to cause fear of violence,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,"extended licence period of two years,",,['WhatAncilliary']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,nine years and two months,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,31,,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,Central Criminal Court,,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,12 June 2023,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,against a sentence,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,two victims,individual person,['VictimType']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,two victims,,['VicNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,253 days spent on remand.,,['RemandCustodyTime']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,remand,,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,minimum term of 36 years,,['WhatAncilliary']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,life imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,dangerous driving,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,attempted murder,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,murder,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,appeal against sentence,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,"The overall sentence is therefore now one of 11 months' custody, followed by 12 months' custody, with a total custodial period of 23 months.",allowed and sentence replaced by more lenient sentence,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,the sentence of 12 months' imprisonment imposed was wrong in principle. It will be quashed.,,['ReasonQuashConv']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,"This is an appeal against sentence limited to a single ground of appeal, namely that the sentencing judge failed to give sufficient credit for the appellant's guilty plea",offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,SIMON PETER MORRISEY,male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,section 59 of the Sentencing Code (formerly section 125 of the Coroners and Justice Act 2009),,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,guilty plea,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,guilty plea,,['Confess/Plead']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,Section 72 of the Sentencing Code created by the Sentencing Act 2020,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,The overall sentence was thus one of 24 months' imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,seven and five months' imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,consecutively,,['SentServe']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,12 months' custody,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,"section 14 of the Sentencing Act 2020 and paragraph 11(2), Schedule 16 Sentencing Act 2020.",,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,Cardiff Magistrates' Court,,['ConvCourtName']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,Cardiff Crown Court,,['SentCourtName']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,offence was committed during the operational period of two suspended sentences that had earlier been imposed in the Crown Court,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,section 1(1) of the Criminal Attempts Act 1981,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,"attempted burglary (of a non-dwelling,",,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,pleaded guilty,,['Confess/Plead']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,24 June 2021,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,sentencing judge failed to give sufficient credit for the appellant's guilty plea,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,against sentence,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,pleaded guilty,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,appellant was a drug addict whose supply of drugs was in order to fund his own habit and to buy alcohol for himself.,,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,dismiss,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,there should have been a greater reduction in sentence when applying the totality principle.,,"['AppealGround', 'ReasonSentExcessNotLenient']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,"There were significant aggravating features, which required an upward adjustment from the starting point, and in circumstances in which the appellant was on bail when he committed the offence in the second indictment, consecutive sentencing was justified.",judge correctly weighed aggravating factors ,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,we are satisfied that the judge correctly identified the culpability and the harm of these offences within the guideline so as to reach the appropriate starting point for class A drugs with intent to supply.,judge correctly identified culpability,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,"judge should, despite the aggravating features of the offences, have adopted a starting point at a lower range than he did.",,"['AppealGround', 'ReasonSentExcessNotLenient']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,pleaded guilty after his further arrest,,['PleaPoint']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,motivated by financial or other advantage.,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,12 previous convictions for 35 offences,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,"He was in possession of 21 grams of heroin with a street value of £2,100, together with measuring scales and dealer bags.",found in possession of drugs while on bail and failed to attend court ,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,failed to attend and remained at large for 13 months.,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,he was granted bail,,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,"found to be in possession of 3.05 grams of crack cocaine with a street value of £320 and 18.7 grams of heroin with a street value of £1,060. He was also in possession of £495 in cash.",drugs found on offender upon search,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,appellant was a drug addict,yes - drugs,['OffIntoxOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,insufficient account was given to the principle of totality when making the sentences consecutive,,"['AppealGround', 'ReasonSentExcessNotLenient']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,appellant was a drug addict whose supply of drugs was in order to fund his own habit and to buy alcohol for himself,,"['AppealGround', 'ReasonSentExcessNotLenient']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,the starting point for sentence should have been at a lower range,,"['AppealGround', 'ReasonSentExcessNotLenient']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,the total sentence was manifestly excessive,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,sentence,appeal against sentence,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,8 years and 2 months in all,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,2 months' imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,consecutive,,['SentServe']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,concurrently,,['SentServe']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,4 years' imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,He,male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,pleaded guilty,,['Confess/Plead']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,section 5(3) of the Misuse of Drugs Act 1971.,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,"possession of a controlled drug of class A with intent, heroin",,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,offence in relation to heroin,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,section 5(3) of the Misuse of Drugs Act 1971,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,"possessing a controlled drug of class A with intent, crack cocaine,",,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,pleaded guilty,,['Confess/Plead']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,imprisonment for 8 years and 2 months,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,Crown Court at Stoke-on-Trent,,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,40,,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,"he appellant, Christopher Fletcher, who is aged 40, was sentenced",offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,22 January 2018,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,"we allow each of the appeals to this extent. We quash the concurrent sentences of 18 years' imprisonment, and we substitute for them concurrent sentences of 16 years' imprisonment.",allowed and sentence replaced with more lenient sentence,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,at a plea and case management hearing he had admitted guilt of an offence of unlawful wounding.,admitted to offence of lesser seriousness,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,Mr Kaleckas and Mr Likso.,individual persons ,['VictimType']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,"15. It is further argued that the judge was wrong to reject a submission that there had been an element of provocation, which provided some mitigation for the offences of violence. In this regard, counsel pointed to evidence that there had been an incident earlier that day in which Kudriasov had been injured. They argued, in the alternative, in their respective written grounds, that the judge should have found some mitigation in evidence suggesting that there may have been some kind of drugs background to the attack on Messrs Kaleckas and Likso.16. Turning to personal mitigation, both appellants submit that the judge, although he specifically referred in his sentencing remarks to the appellants' previous good character, or effective good character, failed to give sufficient weight to that aspect of the case. Counsel pray in aid that both appellants are hard-working men with family responsibilities, and that both have behaved well and made good use of their time in custody whilst on remand awaiting trial.17. Next, specific submissions are made on behalf of the appellant Apsitis to the effect that his inability to speak or read English will mean that time in custody will be harder for him than for most other prisoners. It is also submitted on his behalf that the judge should have given some weight to the fact that Apsitis had always admitted presence, and that at a plea and case management hearing he had admitted guilt of an offence of unlawful wounding.18. On behalf of the appellant Kudriasov, it is submitted that the judge was wrong to find that he may well have brought a golf club to the scene. It is, however, realistically acknowledged that, whether he did or not, he was part of a group who were collectively armed.19. For those various reasons counsel submit that the total sentences of 18 years' imprisonment were manifestly excessive in length.",trial judge did not consider mitigating factors correctly,['ReasonSentExcessNotLenient']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,the judge was wrong to find that he may well have brought a golf club to the scene,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,at a plea and case management hearing,,['PleaPoint']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,he had admitted guilt of an offence of unlawful wounding.,yes - but to offence of lower severity,['Confess/Plead']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,inability to speak or read English will mean that time in custody will be harder for him than for most other prisoners.,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,time in custody,,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,hard-working,employed,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,"previous good character, or effective good character",,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,"They argued, in the alternative, in their respective written grounds, that the judge should have found some mitigation in evidence suggesting that there may have been some kind of drugs background to the attack on Messrs Kaleckas and Likso.",judge did not take into account all mitigating factors,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,judge was wrong to reject a submission that there had been an element of provocation,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,neither of the appellants was the leading member of the group of attackers and that they had been brought into the incident by another or others who had not been convicted,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,judge failed to give sufficient weight to a number of important matters of mitigation,,['ReasonSentExcessNotLenient']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,judge failed to give sufficient weight to a number of important matters of mitigation,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,the fact that the offences were committed under the influence of alcohol.,yes - drinking,['OffIntoxOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,the fact that the offences were committed under the influence of alcohol.,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,the aftermath of the incident was also witnessed by young children,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,witness,eye witness ,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,fear caused to persons who were present and witnessed the assault,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,"they had felt obliged not only to leave their homes, but also to leave this country",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,significant ongoing effect on both victims,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,attacks took place in the victims’ home;,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,Sentencing Council's Definitive Guideline in relation to assault cases.,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,previous good character.,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,is now 43 years old.,42,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,is now 37 years old.,36,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,effective good character.,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,". Mr Kaleckas suffered wounds to the side of his head, multiple stab wounds to the chest and abdomen, and stab wounds to his right hand and left elbow. As a result of his injuries, he has lost control over some of the fingers of one hand. He bears the scars of his wound",medical evidence,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,both victims suffer significant continuing disability.,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,"suffers from post traumatic stress disorder. He has nightmares, and he too is unable to work.",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,unable to work.,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,post-traumatic stress disorder,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,"fractured skull, a large cut to the back of his head, and stab wounds to his chest and abdomen. He underwent surgery to repair a damaged part of his bowel. He spent a number of days in intensive care, and he underwent a further operation shortly before the trial. By the time of the trial he was still unable to lift heavy weights. His digestive system was impaired. He was suffering from post-traumatic stress disorder and was unable to work.",medical evidence,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,third defendant,2,"['Co-defendants/co-accused', 'CoDefAccNum']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,The appellants left the scene by car.,left victims,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,Mr Kaleckas and Mr Likso,2,['VicNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,Alexandris Kudriasov and Andris Apsitis,male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,who was on the ground being punched and stabbed,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,immediately struck to the head and body.,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,Mr Kaleckas and Mr Likso,male,['VicSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,clubs,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,extendable baton,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,carrying a knife,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,group,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,armed,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,home of the victims,fixed address,['VicHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,appeal against the length of their sentences,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,two years' imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,concurrent,,['SentServe']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,18 years' imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,17th May 2016,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,conspiracy to pervert the course of public justice,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,section 18 of the Offences against the Person Act 1861,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,wounding with intent to do grievous bodily harm,,['ConvictOffence']
