source,exact,comment,tags
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,“self-defence of another”,,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,telephone call,Digital evidence ,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,sustained a superficial laceration,Medical evidence ,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Razaq appeal against conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,15 months imprisonment,Razaq and Razaq,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,assault occasioning actual bodily harm and affray,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Crown Court at Isleworth,,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,18th March 2005,Razaq and Razaq,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,defence witness,,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,CCTV,,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Mr Cleverley knew the appellant personally,Acquainted ,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,s 100 of the Criminal Justice Act 2003,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,The complaint is that the Recorder’s decision was wrong.,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Cardiff Crown Court,Osbourne ,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Osbourne against his conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,previous good character,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,18,,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,youth,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,The appeal against sentence focuses exclusively on the length of the custodial term,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,appeal against sentence will also be dismissed.,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,s 100 of the Criminal Justice Act 2003,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,"appellant had spent the whole of the day, and at the relevant time was at his girlfriend’s house.  His girlfriend gave evidence",Alibi,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,disqualified from driving for 3 years and until an extended driving test was passed.,"Akram

",['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,18 months detention in a Young Offender Institution,"Akram

",['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Burnley Crown Court,"Akram

","['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,dangerous driving,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,18th March 2005,"Akram

",['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,against conviction and sentence by Adil,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,In our judgment this evidence was properly before the jury as part of the prosecution case,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,s 41 of the Youth Justice and Criminal Evidence Act 1999,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,the judge’s ruling that the appellant could be cross-examined about his previous convictions.,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,bad character,,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,previous convictions and breaches,,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,alcohol,,"['OffIntoxOffence', 'VicIntoxOffence']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,the same woman,2 of _,['VicNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,woman,Female,['VicSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Crown Court at Sheffield,Ball ,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,18th April 2005,Ball ,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,rape,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Ball against his conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,the evidence was not in fact “contaminated”,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,the judge should have stopped the case because the evidence had become contaminated,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,appeal will be dismissed,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Criminal Justice Act 2003,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Their paths crossed,Strangers,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,s 1(3)(ii) of the Criminal Evidence Act 1898,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,appellant denied that he had done anything at all,Offender denies offence,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,employed,,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,police officers in a passing police car saw,Police evidence,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,his,Male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Mr,Male,['VicSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,"the complainant, Robert Flint",Individual,['VictimType']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Inner London Crown Court,,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,13th May 2005,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,attempted robbery,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Renda against a conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,appellant,Offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Razaq and RazaqComplainant’s bad character and limits to cross-examination,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Osbourne(a)Bad character of complainant and defendant’s witness,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,AkramComplainant’s bad character,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,BallEvidence “given” of an imputation made during questioning under caution,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,Renda(a)Creation of a false impression by a defendant,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,"Each required consideration of one or more practical problems arising from the “bad character” provisions in Part II, Chapter 1, of the Criminal Justice Act 2003",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,"a footprint, a jacket, a cigarette butt, a trip to New Milton, the Mercedes car chase, and association with two other vehicles, F223 KHO and G900 XFH",Police evidence,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,destroy evidence,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,Mintern’s home address,Fixed address,['OffHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,he,Male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,In our judgment there was ample evidence in Mintern’s case to justify the judge’s decision to refuse to direct his acquittal,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,"the judge erred in not acceding to the parallel application on behalf of Mintern to find no case to answer on count 4, since the evidence against Hinckley was effectively the same as against him.",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,the judge erred in any event in not discharging the jury but allowing the case to continue,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,the judge erred in not directing an acquittal in respect of all the defendants on the ground that the counts charged against them were duplicitous,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,submission of no case,,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,co-defendants,,['Co-defendants/co-accused']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,ten,10,['CoDefAccNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,consecutive,"Combination



",['SentServe']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,dismissed,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,against conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,four years,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,4 years,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,six years,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,Appellant,Offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,attempting to damage property,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,conspiracy to commit arson,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,conspiracy to commit burglary,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,ten years imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,attempting to damage property being reckless as to whether life would be endangered,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,Crown Court at Winchester,,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,19 June 2002,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,the manner in which the judge dealt with the difficulty was not unfair to the appellant and was well within the proper scope of his discretion,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,"the judge erred in ruling that questions about the bad character of Bikramjit required the leave of the court (Ground 1); in refusing to permit cross-examination of Bikramjit pursuant to s.100 (Ground 2), and in refusing the defence application to introduce material in re-examination (Ground 3).",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,Criminal Justice Act 2003,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,He,Male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,we are satisfied that his conviction is safe,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,appeal is dismissed,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,CCTV,,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,She,Female,['VicSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,the murder of his second wife,1,['VicNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,Sarbjit Kaur (“Sarbjit”),Individual ,['VictimType']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,"ran a business as a seamstress, working from a sewing room",Employed,['VicJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,lived with him and the children,Fixed address,"['OffHomeOffence', 'VicHomeOffence']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,successful businessman,Employed,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,against his conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,remanded in custody,,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,"life imprisonment with a minimum term of 19 years, less the days he had spent remanded in custody.",,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,his second wife,Acquainted,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,murder,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,appellant,Offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,Crown Court at Birmingham,,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,27 January 2021,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,family circumstances,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,Serious Crime Prevention Orders,,['WhatAncillary']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,duration of the conspiracy was short,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,financial gain,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,sophisticated,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,15 convictions for 46 offence,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,appeal against conviction by Dunn is dismissed,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,section 24(6) of the Police and Criminal Evidence Act 1984,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,the Judge should have allowed the application to stay Count 1 as an abuse of process,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,section 45(1) and (9) of the Serious Crime Act 2015,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,section 1(1) of the Criminal Law Act 1977,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,"he was unaware of a plan.  Initially he denied going to Dymchurch but in evidence he saidthat his brother, Matthew, had agreed to go to",Offender part denies offence,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,significant planning,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,telephoneand surveillance evidence,Digital evidence,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,five named individuals,3,['CoDefAccNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,King too was sentenced by the Judge to nine years’ imprisonment,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,HENRY DUNN (2) CHRISTIAN JAMES KING,,['Co-defendants/co-accused']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,he,Male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,nine years’ imprisonment on Count 1.  No separate penalty was imposed on Count 2,,['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,conspiracy to facilitate the commission of a breach of the United Kingdom’s immigration laws,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,participating in the criminal activities of an organised crime group,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,39,,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,Crown Court at Snaresbrook,,"['ConvCourtName', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,25 March 2019,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,application for an extension of time,Other,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,leave to appeal should be refused,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,We are not persuaded that the sentence was either wrong in principle or manifestly excessive or even arguably so,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,refuse the application for leave to appeal against sentence,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,appeal against conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,Appellants,Offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,He,Male,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,"He did not intend that the deceased would be attacked, only that the deceased would be scared",Offender admits only to lesser offence,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,"evidence that three others had committed murder was relevant and admissible against this appellant, and the judge was correct to refuse to exclude that evidence under section 78.",,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,appeal against conviction fails and is dismissed,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,appellant's leading role,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,young age,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,"we have concluded that with all respect to the judge, she fell into error in failing to give sufficient weight to his young age",,['ReasonSentExcessNotLenient']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,allow the appeal against sentence to this limited extent: we quash the sentence of custody for life with a minimum term of 23 years and we substitute for it a sentence of custody for life with a minimum term of 21 years,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,joint enterprise,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,"Thirdly, the evidence of Zambon's conviction was gratuitous",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,"Secondly, that evidence should have been excluded",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,"First, the convictions of Lupqi, Zambon and Berhane had no relevance to the issues in the appellant's trial",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,The grounds of appeal are that the judge's ruling was wrong and the appellant's conviction is unsafe,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,evidence was not admissible or in the alternative that it should be excluded on the grounds of fairness,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,section 74 of the Police and Criminal Evidence Act 1984,,['SentGuideWhich']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,eye witness evidence,,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,CCTV and mobile phone footage,Digital evidence,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,"medical intervention, he sadly died in hospital",Medical evidence,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,appellant bore a grudge against the deceased,Acquainted ,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,Appellant,Offender,['Appellant']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,Others involved,,['Co-defendants/co-accused']
