user,source,exact,comment,tags
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,The evidence of D was so unsatisfactory the verdict was unsafe,Verdict was unsafe,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,A material misdirection on corroboration and manslaughter,,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,iii) Charlton’s gardening activities over the site of the grave and any proven lies in his interview;,Lied in interviews,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"Charlton beat her to death, but that he (Ali) had not touched her until after her death",Offender states co-accused is responsible for main offence,['DefEvidTypeTrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Charlton’s defence was that he did not know KP or his co-accused or D and the prosecution could not prove the identification of the remains. He did not give evidence,Denied offense,['DefEvidTypeTrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"After the conclusion of the final tape, PC Soden overheard Ali in conversation with two inmates awaiting a shower. Ali said that Charlton had made him do it – and that Charlton ‘was a psycho and would have done him if he hadn’t’",Police testimony,['DefEvidTypeTrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,glue-sniffing and prostitution.,,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,ALAN CHARLTON AND IDRIS ALI,Yes,['CoDef']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,ALAN CHARLTON AND IDRIS ALI,1,['CoDefAccNum']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,ALAN CHARLTON AND IDRIS ALI,Offender,['Appellant']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Crown Court,,['SentCourtType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Cardiff Crown Court,,['SentCourtName']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,convicted of the murder,Murder,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,jury,Yes,['Jurytrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,He consistently denied any part in KP’s death.,,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"A few days later she and KP went with Charlton and Ali to the same room at 29 Fitzhamon Embankment. There was more glue sniffing. Charlton asked her and KP to get on the bed naked to pose for photos. D refused and Charlton slapped her face. KP intervened; he turned on her and punched and slapped her till she fell. Ali tried to pull Charlton off but he kept on hitting KP. D was too scared to watch. When Charlton stopped there was blood from KP’s mouth and she did not respond. Charlton said she was dead. He put her on the bed, went out and returned with what looked like white curtain wire. He turned KP over, tied her hands and put a carrier bag over her head. He removed her pants and had sex with her. He told Ali to do the same. Ali did but looked as if he wanted to be sick.12.Charlton then brought in what looked like a rug. Both Ali and Charlton lifted KP from the bed on to the rug and carried her outside. D was in the corner crying when both men returned after about ten minutes with dirty hands. Charlton warned D to say nothing or she would die the same way. Ali advised her to say nothing and seemed as scared as she was. She did not tell anyone because she was afraid. She did not see either Charlton or Ali again.",Eyewitness testimony,['ProsEvidTypeTrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Charlton warned D to say nothing or she would die the same way,,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,had sex with her,,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,nearly 16,15,['VicAgeOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,21,21,['OffAgeOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,16,16,['OffAgeOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Karen Price,Individual person,['VictimType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Karen Price,1,['VicNum']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Karen Price,All Female,['VicSex']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"In those circumstances the only way in which an appeal could succeed is if we were to find that the prosecution offended the court’s sense of justice and propriety to the extent that it amounted to an abuse of process. As we have indicated, we do not. The police misconduct in this case proven or alleged was not such as to offend our sense of justice or amount to an abuse of process.",Appeal court is not persuaded by submissions on behalf of appellant,['ReasonDismiss']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,we dismiss both appeals against conviction,Dismissed,['AppealOutcome']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,convictions are unsafe.,,['AppealAgainst']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,pleaded guilty to the manslaughter,At retrial,['PleaPoint']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,pleaded guilty to the manslaughter,Yes,['Confess/Plead']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,detained at Her Majesty’s Pleasure.,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,imprisonment for life with a minimum tariff of 15 years,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,26 February 1991,26.02.1991,['ConvictPleaDate']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Crown Court,,['ConvCourtType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Cardiff Crown Court,,['ConvCourtName']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,"Having considered the merits and determined that there are none, we dismiss this application. Insofar as any extension of time was required in Malik’s case, that too is refused.",Trial/sentencing judge considered all relevant facts in appropriate way and came to correct conclusion/decision,['ReasonDismiss']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,"Farooqi, Matthew Newton, Israr Malik and Harris Farooqi (Farooqi’s son)",4,['CoDefAccNum']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,"Farooqi, Matthew Newton, Israr Malik and Harris Farooqi (Farooqi’s son)",Yes,['CoDef']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,"Munir Ahmed Farooqi
            
              Matthew Newton
            
              Israr Hussain Malik",Offender,['Appellant']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,Crown Court sitting in Manchester,Manchester Crown Court,['SentCourtName']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,Crown Court,,['SentCourtType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,9th September 2011,09.11.2011,['ConvictPleaDate']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,majority,,['JuryDecisionType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,unanimous,,['JuryDecisionType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,unanimous,,['JuryDecisionType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,unanimous,,['JuryDecisionType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,jury,Yes,['Jurytrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,In this judgment we shall refer to him by his full name to distinguish him from his father,Had children,['OffDependsOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,minimum term was manifestly excessive in that the judge should have attached more weight to the fact that there was no evidence that any person radicalised by Farooqi had travelled abroad to fight Jihad,,['ReasonSentExcess']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,"undercover officers, who worked separately, was that after completing each deployment with any of the defendants, and as soon as possible thereafter, they wrote up their recollections in their evidence books",Police testimony,['ProsEvidTypeTrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,The many conversations and meetings which took place during the ensuing 11 months were covertly recorded and the transcripts of these recordings became the central evidence in the case against the appellants.,Recordings of conversations,['ProsEvidTypeTrial']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,These appeals and applications are accordingly dismissed or refused.,Dismissed,['AppealOutcome']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,aggravated by the fact that the judge compromised the warning about putting aside his own views by correcting comments made by Mr McNulty,Trial judge did not properly/fully sum up the case,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,“swamped” by the judge’s repeated and powerful directions that such initiation was irrelevant to the jury’s deliberations insofar as it went to entrapment.,Trial judge gave own views on evidence/case that might bias the jury,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,The directions that the jury should ignore any views which the judge expressed or appeared to express about the facts were inevitably compromised by the need to correct Mr McNulty’s submissions,Trial judge gave own views on evidence/case that might bias the jury,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,summing up was flawed in consequence,Trial judge did not properly sum up the case,['AppealAgainst']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,conviction is unsafe,conviction is unsafe,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,Mr McNulty’s misconduct and his alleged incompetence,Counsel misconduct and incompetence,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,leave to appeal against sentence,Appeal against sentence as it is unduly excessive ,['AppealAgainst']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,seek leave to appeal against their convictions,Appeal against conviction,['AppealAgainst']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,"Farooqi, Matthew Newton, Israr Malik and Harris Farooqi (Farooqi’s son)",All Male,['OffSex']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,They were also made subject to the notification requirements of the Counter Terrorism Act 2008,Made subject to the notification requirements of the Counter Terrorism Act 2008,['WhatAncilliary']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,They were also made subject to the notification requirements of the Counter Terrorism Act 2008,Yes,['Ancilliary']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,remand in custody,Remanded in custody,['RemandDecision']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,concurrent,,['SentServe']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,imprisonment for public protection (IPP) with a minimum specified term of five years,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,soliciting to murder,,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,engaging in conduct in preparation for acts of terrorism,,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,concurrent,,['SentServe']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,concurrent,,['SentServe']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,four years’ imprisonment,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,three years’ imprisonment,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,six years’ imprisonment,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,dissemination of terrorist publications,,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,engaging in conduct in preparation for acts of terrorism,,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,four years’ imprisonment,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,imprisonment for life with a specified minimum term of seven years,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,imprisonment for life with a specified minimum term of nine years,,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,dissemination of terrorist publications,,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,soliciting to murder,,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,engaging in conduct in preparation for acts of terrorism,,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,Harris Farooqi was acquitted,Terrorism,['AcquitOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,Crown Court,,['ConvCourtType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1649,Crown Court sitting in Manchester.,Manchester Crown Court ,['ConvCourtName']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"""K"" and the victim of the assault by beating was her seven-year-old daughter ""L"". K had been living with the offender s",Relative,['OffVicRelation']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"K"" and the victim of the assault by beating was her seven-year-old daughter ""L""",Individual persons,['VictimType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"""K"" and the victim of the assault by beating was her seven-year-old daughter ""L""",2,['VicNum']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,had been living with the offender,Relationship,['VicRelsOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,seven-year-old daughter,7,['VicAgeOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"K"" and the victim of the assault by beating was her seven-year-old daughter ""L""",All Female,['VicSex']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"Overall it was a Category 1 offence and marked by a number of aggravating factors to which the judge gave insufficient weight. In particular, first, the offences had been committed while the offender was under the influence of alcohol; second, the violence had been inflicted in the victim's home in front of children and in the case of count 2 against a child; third, there was the ongoing effect on the victims who had been forced to leave their home, each one of which is identified as an aggravating feature under the guidelines. Finally, she submitted that it was wrong to give full credit for a plea at the plea and trial preparation hearing. It should have been 25 per cent.",Multiple aggravating factors,['ReasonSentLenient']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"we grant leave to the Solicitor General, we quash the sentence five years and four months and substitute a term of seven-and-a-half years on count 1",Allowed and sentence replaced by more excessive sentence,['AppealOutcome']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,should have been categorised as somewhere between Category 1 and 2.,Sentencing judge should have put offence in a higher category of seriousness,['AppealGround']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,unduly lenient,Sentence is unduly lenient,['AppealAgainst']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,there was the ongoing effect on the victims who had been forced to leave their home,,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,he violence had been inflicted in the victim's home,,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,concurrent,Concurrent,['SentServe']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"section 18 assault as a ""brutal and sustained attack"" on his partner, made worse by the fact that it was done in front of small children and was followed by the assault on the child L. The judge concluded that although it was an offence of greater harm, it was one of lower culpability and was therefore an offence that fell within Category 2 of the Sentencing Council Definitive Guideline for Assault.",Sentencing Council Definitive Guideline for Assault,['SentGuideWhich']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,K made a victim personal statement dated 15 March 2018 which she read to the court,Yes,['VicImpactStatement']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,medium risk of re-offending and a medium risk of harm in the form of physical violence to women with whom he was in an intimate relationship,Medium risk of reoffending,['PreSentReport']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"suffering from depression, stress and anxiety. He had previously been prescribed anti-depressants.",Had mental health problems,['OffMentalOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"His distress throughout interview was ""quite evident"".",Genuine remorse,['MitFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,pre-sentence report in respect of the offender.,,['PreSentReport']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"he offender had an antecedent history of eight previous convictions imposed on six previous occasions since 2007 when he was 16 years old. He had convictions for burglary, public order and possession of class A drug offences. Materially, in 2009 he pleaded guilty to two counts of battery and one count of criminal damage for which he was sentenced to a 12-month community order. The victim was his mother. In 2015 he pleaded guilty to an offence of assault occasioning actual bodily harm for which he was sentenced to a term of nine months' imprisonment. That offence had involved violence against another man who had been accused by a former partner.",Previous offences,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,"The offender told L, aged seven, to collect her things,",presence of others,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,The offender's sons saw what took place from their open bedroom doorway,Vulnerable witness,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,grabbed her by the hair and threw her into the bedroom,Vulnerable victim,['AggFactSent']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,pre-sentence report,,['PreSentReport']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,Crown Court,,['SentCourtType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,Crown Court at Bristol,,['SentCourtName']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,Bristol Magistrates' Court,,['ConvCourtName']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,Magistrates' Court,,['ConvCourtType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,Both adults had been drinking alcohol,Yes - drinking,['VicIntoxOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,Both adults had been drinking alcohol,Yes - drinking,['OffIntoxOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,offender's two sons,Had children,['OffDependsOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,seven-year-old daughter,Had children,['VicDependsOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,K had been living with the offender,Fixed address,['VicHomeOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,flat,Fixed address,['OffHomeOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,assault by beating,assault by beating,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,five years and four months' imprisonment,five years and four months' imprisonment,['Sentence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,causing grievous bodily harm with intent,causing grievous bodily harm with intent,['ConvictOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,16 March 2018,16.03.2018,['ConvictPleaDate']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,James Llewhellin,All Male,['OffSex']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1766,Solicitor General,General Counsel ,['Appellant']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,post office many times,Acquaintance,['OffVicRelation']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,shopkeeper,1,['VicNum']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,shopkeeper,Employed,['VicJobOffence']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,him,All Male,['VicSex']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,shopkeeper,Individual person,['VictimType']
acct:vah@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,post office in Bishops Itchington was robbed by three men,Organisation,['VictimType']
