source,exact,comment,tags
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,We can see no possible basis for saying that the applicant's conviction is unsafe.,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,leave to appeal must be refused.,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,PF,1 individual male offender,"['Appellent', 'OffSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"first ground is that the judge erred in allowing joinder of a fresh indictment to the indictment upon which the Court of Appeal had ordered retrial. The second ground is that the judge erred in not allowing the defence to cross-examine the complainant, SJ, about allegations of violent misconduct as recorded in the school records. The third ground is that in all the circumstances the applicant's convictions are unsafe.",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,Milton Keynes Crown Court in July and August 2011.,,"['ConvCourtName', 'ConvCourtType', 'ConvictPleaDate', 'SentCourtName', 'SentCourtType']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,June 2009 the applicant stood trial before Judge Coleman and a jury at Peterborough Crown Court sitting at Huntington,,"['ConvCourtName', 'ConvCourtType', 'ConvictOffence']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,ran a coach company,,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,The Indictments Act 1915,,"['SentencingGuideline', 'SentGuideWhich']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"We shall refer to the Criminal Justice Act 2003 as ""the 2003 Act"". Section 100(1) of the 2003 Act provides:",,"['SentencingGuideline', 'SentGuideWhich']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"Criminal Appeal Act 1968 as the ""1968 Act"". Section 7 of the 1968 Act provides:",,"['SentencingGuideline', 'SentGuideWhich']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,leave to appeal against conviction,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"the disqualification from driving, the order for an extended test and the committal for sentence were each unlawful.",,['ReasonSentExcess']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"In giving his reasons for finding that there were no exceptional circumstances, the judge did not truly deal with those submissions. If he had done so, he should have reached a conclusion in favour of the appellant.",,['ReasonQuashConv']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,(3) quash the sentences that were imposed in respect of the summary offences; and (4) re-sentence.,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,judge gave insufficient weight to the matters raised by him in support of the argument that in the case of the firearms,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,the appellant's previous convictions aggravated the offending,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,the principle of totality.,,"['SentGuideWhich', 'SentencingGuideline']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"no exceptional circumstances. He stated that, first, the appellant was well aware",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"personal mitigation identified in the expert and pre-sentence reports, the appellant's young age, the principle of totality and the pleas of guilty.",,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"Chartered Forensic Psychologist, which diagnosed a learning disability with an IQ of less than 70, and the report of an intermediary. 16.The pre-sentence report referred to the appellant's emotional, behavioural and social difficulties and vulnerability",Expert evidence,"['PreSentReport', 'OffMentalOffence', 'DefEvidTypeTrial']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,no intention to possess or use it in the future; and that he had no previous convictions for offences relating to weapons or violence.,,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,made off without payment.,Eye-witness testimony,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"Detention in a young offender institution for a total period of six years two months was imposed, together with other orders, including disqualification from driving for seven years and one month.",,"['Sentence', 'Ancillary', 'WhatAncillary', 'SentServe']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"In respect of the second and third group of offences, save the firearms charge, the appellant entered or indicated pleas of guilty at an early stage. He pleaded not guilty to the firearms of charge, but on the morning of the trial, 9th July 2018, entered a plea of guilty.",,"['Confess/Plead', 'PleaPoint']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,leave to appeal in respect of the sentences,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,and had used drugs;,,['OffIntoxOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"possessing a disguised firearm, contrary to section 5(1A)(a) of the Firearms Act 1968, dangerous driving and driving while disqualified.",Offence1,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,again released on bail.,After 2nd offence,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"He was arrested, charged and released on bail.",After 1st offence,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"Following his pleas,",,['Confess/Plead']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,committed for sentence by the magistrates' court,,['SentCourtType']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"He had already acquired a bad record,",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,appellant was aged 18.,,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,13th August 2018.,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,Crown Court at Manchester,,"['ConvCourtName', 'ConvCourtType']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,MOHAMMED  SHAHEL  HUSSAIN,1 individual male offender,['Appellent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,The appeal is allowed to the extent we have indicated.,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,previous conviction,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,submitted that the Recorder failed properly to direct the jury,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,He reminded the jury about the evidence of the appellant's conviction for robbery. He warned them against prejudice and over-reliance on the evidence. He also explained why they had heard it,,['JuryInstruct']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"on behalf of the appellant, submits that the Recorder erred in admitting the bad character evidence. He failed to focus on the real issue in the case,",,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,17th February 2017,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"Crucially, the jury was told that they could not and should not convict solely on the basis of the previous conviction, but that it was to be borne in mind when considering the improbability of multiple coincidences.",,['JuryInstruct']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"prosecution had a strong circumstantial case, and the appellant's equivocations in interview and his failure to mention matters later relied on cannot have assisted him in the eyes of the jury. We do not regard this conviction as unsafe.",,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,the appeal will be dismissed.,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,threatened a security guard,"1 individual male victim, stranger
2 total","['VicJobOffence', 'VicSex', 'VicNum', 'OffVicRelation', 'VictimType']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,The appellant had pleaded guilty to an offence of robbery on 3rd March 2003 in the Crown Court at Manchester.,,"['Confess/Plead', 'PleaPoint']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,He worked full-time as an electrician.,,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,found at the appellant's home.,Fixed address,['OffHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,appellant's girlfriend,,['OffRelsOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"appellant had provided an alibi in his defence statement,",,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,attacked the shopkeeper,"1 individual male victim, stranger","['VicSex', 'VicNum', 'VictimType', 'VicJobOffence', 'OffVicRelation']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,Eyewitness and police evidence was largely agreed. The prosecution relied on the following circumstantial and expert evidence,,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"In his police interview he denied being involved in the robbery, but was unable to provide details of where he was at time",Denied offence,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,against his conviction on count 3,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"A co-defendant, Matthew Baines,",1 individual male co-defendant,"['Co-defendants/co-accused', 'CoDefAccNum']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,single count of robbery (count 3 on the indictment).,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,5 years' imprisonment.,,"['Sentence', 'SentServe']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,jury,,['Jurytrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,Crown Court at Warwick,,"['ConvCourtName', 'ConvCourtType']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,DANIEL  GLEN  HAY,1 individual male offender,"['Appellent', 'OffSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,met a young woman,Stranger,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"psychological evidence. The defence called a consultant psychologist, Miss Jennifer Cutler, who carried out an assessment of the appellant and found him to have Asperger's Syndrome.",,"['DefEvidTypeTrial', 'OffMentalOffence']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,Both the appellant and L had been drinking heavily.,,"['OffIntoxOffence', 'VicIntoxOffence']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,no recollection of events,Denied memory of offence,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,the jury did indeed deliberate free from any pressure of time.,,['ReasonDismiss']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,This appeal is dismissed.,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"And so my direction is this: if in the time available, which will be a little over two hours, if in that time, you are able, conscientiously to reach verdicts on the evidence, then obviously you will be able to reach verdicts. If within that time you cannot reach verdicts, obviously there is no more available time and so what I would be left to do is to discharge you from giving verdicts so the case can be retried on a later date, do you follow me?",,['JuryInstruct']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"In addition to the factual evidence of witnesses who were present in the early hours of 4 March, at trial there was also expert evidence to assist the jury.","Eye-witness testimony, expert evidence",['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,appellant's flat.,,['OffHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,student at Hull University.,,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"the appellant, then aged 19 years and 11 months",,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,against conviction essentially on the ground that the jury was put under undue pressure of time to reach its verdict.,,"['AppealAgainst', 'AppealGround']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,April 2009,,['ConvictPleaDate']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,Count 1 was sexual assault by penetration contrary to section 2 of the Sexual Offences Act 2003 and count 2 was false imprisonment.,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,York Crown Court,,"['ConvCourtName', 'ConvCourtType']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,L.,1 individual female victim,"['VicNum', 'VictimType', 'VicSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,jury,,['Jurytrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,PAVLOS GEORGIOU KAZANTZIS,Individual male offender,"['Appellent', 'OffSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,At interview he initially denied the offences.,Offender (initially) denied offence,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,under the age of 21:,18-21,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"He had burgled people's houses, stolen and damaged their cars and attacked those who had tried to stop him",3 victims in total,['VicNum']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,hitting the officer in the face,Victim3: 1 individual male police officer,"['VictimType', 'VicJobOffence', 'VicSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,A postman saw the appellant behaving oddly. The vehicle was found,Eye-witness testimony,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,A postman saw the appellant behaving oddly.,Eye-witness testimony,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"appellant was only 18 years of age at the time; that he had never received a custodial sentence before; that he had pleaded guilty at the first opportunity; and that, although he has previous convictions, his record was by no means serious.",,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"principle of totality,",,"['Sentence', 'SentGuideWhich']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"""spree"" of serious offending",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,complete disregard of the law in relation to driving. He had the previous conviction,,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,his time on remand,,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,In a pre-sentence report,,['PreSentReport']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,appellant is 19 years of age.,,['OffAgeConvSen']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,work entailed being mainly in the outbuilding,Employed,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,son of a friend of hers.,Victim1: acquainted,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,his mother's handbag £20,Victim2: relative,"['VicNum', 'VictimType', 'VicSex', 'OffVicRelation']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"Lynne O'Connell,","Victim 1: individual female

","['VictimType', 'VicSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,her house,Victim 1:Fixed address,['VicHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"The total sentence, therefore, was one of 18 months' imprisonment (sic).","Offence1: four months imprisonment Offence2&3: two months imprisonment. concurrent on each, but consecutive to the other sentences. Offence4&5: no seperate penalites save for an endorsement of licence. Offence6, 7, 8 & 9: sentences of six months' imprisonment (sic) concurrent inter se, but consecutive to the other sentences. Offence10 & 11: six months' imprisonment (sic) concurrent inter se, but otherwise consecutive. Offence12&13: endorsement of licence","['Sentence', 'SentServe', 'ConvictOffence']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,pleaded guilty in the magistrates' court on the occasion of his first appearance.,,"['Confess/Plead', 'PleaPoint']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,serious errors which led to the unlawful sentences,,['ReasonSentExcess']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,disqualified from driving,,"['Ancillary', 'WhatAncillary']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,The appeal is allowed to the extent that we have indicated.,,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,appeal against sentence,,['AppealAgainst']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,sentence of imprisonment was unlawful and was plainly an error for a sentence of detention in a young offender institution since the applicant was under the age of 21,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,13 offences,"1 - domestic burglary
2 - theft
3 - taking without consent
4 - driving without insurance
5 - driving without licence
6 - burglary
7 - burglary
8 - taking without consent
9 - attempted burglary
10 - aggravated taking without consent
11 - assault with intent to resist arrest
12 & 13 - driving without insurance",['Sentence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,domestic burglary.,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,Crown Court at Guildford,,"['SentCourtName', 'SentCourtType']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,JAMES  IAN  McNEILL,1 individual male offender,"['Appellent', 'OffSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,Crown Court at Liverpool,,"['SentCourtName', 'SentCourtType', 'ConvCourtName', 'ConvCourtType']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"denied the assault in the house, saying he had driven straight home from the pub.",Offender denies part offence,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"On the other hand, there was substantial mitigation, strongly relied upon by Mr Mills. First, his early plea of guilty. Second, his real remorse. Third, that no permanent injury appears to have been occasioned to the victim. Fourth, that the offender is of effective previous good character.",,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"The following aggravating features are identified with the commission of this offence. First, the offender deliberately armed himself with a weapon. Secondly, he entered the victim's house at night as a trespasser, and third, he assaulted him whilst he was asleep.",,['AggFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"double jeopardy,",,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"considerable mitigation in this case, not least the offender's early plea of guilty.",,['MitFactSent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,He has a daughter aged 13,,['OffDependsOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,needed help with motivation to find employment.,Unemployed,['OffJobOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,the offender as living alone in a flat rented from the local authority,,['OffHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"pre-sentence report in which the author said that the use of a weapon and the premeditation involved were both aggravating factors, as indeed they were. But he nevertheless identified the offender as having a low risk of reoffending",Low risk of reoffending,"['AggFactSent', 'PreSentReport', 'PreSentReportNew']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,offender was 36 at the time,,['OffAgeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,The head wound was closed under local anaesthetic with six stitches.,Victim testimony,['ProsEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,he got home,Fixed address,['VicHomeOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"Mr Chris Walls, and his partner, Louise Gallagher",2 individual victims 1 male 1 female,"['VicRelsOffence', 'VicNum', 'VictimType', 'VicSex']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,the offender seemed quite drunk,,['OffIntoxOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,him,,['OffSex']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,we think that the sentence that ought now to be imposed is one of 3 years' imprisonment. We accordingly make that order.,Allowed,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"The offender, whom they both knew,",Acquainted,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,this sentence does not reflect the gravity of the offence.,,"['AppealGround', 'ReasonSentLenient']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"8 months' imprisonment, suspended for 18 months, with a suspension period of 18 months",,"['Sentence', 'SentServe']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,Following preparation of a pre-sentence report,,['PreSentReport']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,wounding with intent contrary to section 18 of the Offences Against the Person Act 1861.,,['ConvictOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,on the ground that it is unduly lenient.,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,REFERENCE BY THE ATTORNEY GENERAL,,['Appellent']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,Crown Court at Liverpool,,"['ConvCourtName', 'ConvCourtType', 'SentCourtType', 'SentCourtName']"
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"The judge did, of course, give a general direction on the burden and standard of proof at a different point",,['JuryInstruct']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,came in and sat by him.,Unacquainted / stranger,['OffVicRelation']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,had a pint of lager in another public house,,['VicIntoxOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,he had had one pint of lager,,['OffIntoxOffence']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"the case for the appellant was damaged by the errors to which we have referred and we do not feel able to say that the conviction is nevertheless, in all the circumstances, safe.",Legal/trial judge errors,['ReasonQuashConv']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,We are told that he is presently on home detention curfew and has been for some weeks.,Tagged/ home bail,['RemandDecision']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"Accordingly, we shall allow the appeal and quash the conviction.",,['AppealOutcome']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,jury,,['Jurytrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,concern about the way in which the evidence of the previous convictions was adduced remains as a ground of appeal.,,['AppealGround']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"Another witness, Ryan McCarron, was called on behalf of the defence.",Eye-witness testimony,['DefEvidTypeTrial']
https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,independent witness,Eye-witness testimony,['ProsEvidTypeTrial']
