user,source,exact,comment,tags
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,"very substantial and said the effect on an area near the source was catastrophic for the fish and wildlife. She said she had heard evidence of the observation of dead fish over a 2 kilometre stretch of the river, and had also seen a photograph of a dead swan.",,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,mitigation:i)the plea of guilty;ii)co-operation with the Environment Agency;iii)restoring the river the following day;iv)achieving improvement;,,['MitFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,"no causative culpability. Because the de-threading of the bolt was an unforeseeable event, his client could not be faulted for failing to have taken steps to prevent it occurring. The offence was not a very serious example of a breach",Previous cases.,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,"was looking out of his office window,",Eye-witness testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,"private prosecution brought by Mr Hart, a member of the public",,['VictimType']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,member of the public.,,['OffVicRelation']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,"this appeal is allowed and a fine of £60,000 will be substituted for the fine of £200,000 imposed in the Crown Court.",,['Sentence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,Crown Court at Basildon,,['SentCourtName']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,offence under section 85(3) of the Water Resources Act 1991,,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,The magistrates committed the case to the Crown Court,"At first court appearance.
",['PleaPoint']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,On 27 January 2002,,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,Anglian Water Services Ltd,,['Appellent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,Crown Court at Basildon,,['ConvCourtName']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,Crown Court,,['ConvCourtType']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2243,Crown Court,,['SentCourtType']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"27th February 2006 the offender pleaded guilty, at the earliest opportunity",,"['Confess/Plead', 'PleaPoint', 'ConvictPleaDate']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,dismiss both appeals against conviction.,After appeals & retrials,"['ReasonDismiss', 'AppealOutcome']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Ali knew Karen Price from a school that they attended,,['OffVicRelation']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Karen Price and D were absconders,Unemployed,['VicJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,worked as a doorman.,,['OffJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,court held this was credible and admissible evidence that might have had an impact on the verdict. It quashed the conviction and ordered a re-trial.,Evidence admissible,"['VoirDire', 'VoirDireOutcome']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,(both consultant psychologists) as to Ali’s intellectual capacity. He suffers from a borderline mental handicap,,"['OffMentalOffence', 'DefEvidTypeTrial']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"Rose J had directed the jury in clear terms that Ali’s interviews were not evidence against Charlton and that, if the case against Charlton depended on Ali’s evidence in court, the jury would not “for one moment contemplate convicting Charlton”.",First appeal judgement,['JuryInstruct']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,ALAN CHARLTON AND IDRIS ALI,"2 individual male appellents, offenders","['Appellent', 'OffSex', 'Co-defendants/co-accused', 'CoDefAccNum']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Ali’s cell,Custody,['RemandDecision']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"an account of glue-sniffing, drug-taking",,"['OffIntoxOffence', 'VicIntoxOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,He consistently denied any part in KP’s death.,Offender denies offence,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"case against Charlton was the evidence of a woman we shall call D. Against Ali, the prosecution relied on his various confessions and admissions.","Eye-witness, confessions and admissions",['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Ali was 16 and Charlton 21 years of age.,,['OffAgeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"29 Fitzhamon Embankment, Cardiff",,['OffHomeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,facial reconstruction artist,Victim identification,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,"At that time she was nearly 16,",1 individual female victim,"['VictimType', 'VicNum', 'VicSex', 'VicAgeOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,On 11 November 1994 this court dismissed Charlton’s appeal but allowed Ali’s appeal and quashed his conviction.,Before appeals & retrials,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Charlton to imprisonment for life with a minimum tariff of 15 years and ordered Ali to be detained at Her Majesty’s Pleasure.,Before appeals & retrials,"['Sentence', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,He was sentenced to 6 years imprisonment and having served the equivalent term was released.,After appeals & retrials,"['Sentence', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,manslaughter of Karen Price.,After appeals & retrials,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,jury,,['Jurytrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,the murder of Karen Price.,Before appeals & retrials,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,26 February 1991,Before appeals & retrials,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,Cardiff Crown Court,,"['ConvCourtName', 'ConvCourtType', 'SentCourtName', 'SentCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/52,both appeal again against conviction upon references by the CCRC under s.9 Criminal Appeal Act 1995 on the basis that there is a real possibility that the Court of Appeal will consider that the appellants’ convictions are unsafe.,,"['AppealAgainst', 'AppealGround']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"First, the judge had allowed certain evidence to be called which ought not to have gone before the jury. Secondly, the judge's direction concerning the applicant's good character was unsatisfactory. The Court of Appeal directed a retrial","Inadmissible evidence, retrial ordered","['VoirDire', 'VoirDireOutcome']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,He pleaded not guilty to all counts.,Offender denies offences,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,JC made allegations of sexual abuse,Victim testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"the judge imposed a sentence of imprisonment for public protection, with a minimum term of 7 years less time spent in custody on remand. He imposed various shorter determinate sentences in respect of the other counts","(Sentence received after retrial)
Custody on remand","['Sentence', 'SentServe', 'RemandDecision']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,applicant was also in loco parentis towards SJ for some years while he was living with SJ's mother.,Fixed address,"['OffRelsOffence', 'OffVicRelation', 'OffDependsOffence', 'VicHomeOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"the boys whom the applicant employed were SJ, JC and CS.",Employed in coach company,"['OffVicRelation', 'VicJobOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"SJ, JC and CS.",3 individual male victims,"['VictimType', 'VicNum', 'VicSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,the judge made an entirely sensible case management decision for reasons which he set out with care. This court should not interfere. We therefore reject the second ground of appeal as put forward in the application.,,['ReasonDismiss']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,We can see no possible basis for saying that the applicant's conviction is unsafe.,,['ReasonDismiss']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,leave to appeal must be refused.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,PF,1 individual male offender,"['Appellent', 'OffSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"first ground is that the judge erred in allowing joinder of a fresh indictment to the indictment upon which the Court of Appeal had ordered retrial. The second ground is that the judge erred in not allowing the defence to cross-examine the complainant, SJ, about allegations of violent misconduct as recorded in the school records. The third ground is that in all the circumstances the applicant's convictions are unsafe.",,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,Milton Keynes Crown Court in July and August 2011.,,"['ConvCourtName', 'ConvCourtType', 'ConvictPleaDate', 'SentCourtName', 'SentCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,June 2009 the applicant stood trial before Judge Coleman and a jury at Peterborough Crown Court sitting at Huntington,,"['ConvCourtName', 'ConvCourtType', 'ConvictOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,ran a coach company,,['OffJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,The Indictments Act 1915,,"['SentencingGuideline', 'SentGuideWhich']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"We shall refer to the Criminal Justice Act 2003 as ""the 2003 Act"". Section 100(1) of the 2003 Act provides:",,"['SentencingGuideline', 'SentGuideWhich']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,"Criminal Appeal Act 1968 as the ""1968 Act"". Section 7 of the 1968 Act provides:",,"['SentencingGuideline', 'SentGuideWhich']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/720,leave to appeal against conviction,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"the disqualification from driving, the order for an extended test and the committal for sentence were each unlawful.",,['ReasonSentExcess']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"In giving his reasons for finding that there were no exceptional circumstances, the judge did not truly deal with those submissions. If he had done so, he should have reached a conclusion in favour of the appellant.",,['ReasonQuashConv']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,(3) quash the sentences that were imposed in respect of the summary offences; and (4) re-sentence.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,judge gave insufficient weight to the matters raised by him in support of the argument that in the case of the firearms,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,the appellant's previous convictions aggravated the offending,,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,the principle of totality.,,"['SentGuideWhich', 'SentencingGuideline']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"no exceptional circumstances. He stated that, first, the appellant was well aware",,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"personal mitigation identified in the expert and pre-sentence reports, the appellant's young age, the principle of totality and the pleas of guilty.",,['MitFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"Chartered Forensic Psychologist, which diagnosed a learning disability with an IQ of less than 70, and the report of an intermediary. 16.The pre-sentence report referred to the appellant's emotional, behavioural and social difficulties and vulnerability",Expert evidence,"['PreSentReport', 'OffMentalOffence', 'DefEvidTypeTrial']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,no intention to possess or use it in the future; and that he had no previous convictions for offences relating to weapons or violence.,,['MitFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,made off without payment.,Eye-witness testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"Detention in a young offender institution for a total period of six years two months was imposed, together with other orders, including disqualification from driving for seven years and one month.",,"['Sentence', 'Ancillary', 'WhatAncillary', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"In respect of the second and third group of offences, save the firearms charge, the appellant entered or indicated pleas of guilty at an early stage. He pleaded not guilty to the firearms of charge, but on the morning of the trial, 9th July 2018, entered a plea of guilty.",,"['Confess/Plead', 'PleaPoint']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,leave to appeal in respect of the sentences,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,and had used drugs;,,['OffIntoxOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"possessing a disguised firearm, contrary to section 5(1A)(a) of the Firearms Act 1968, dangerous driving and driving while disqualified.",Offence1,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,again released on bail.,After 2nd offence,['RemandDecision']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"He was arrested, charged and released on bail.",After 1st offence,['RemandDecision']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"Following his pleas,",,['Confess/Plead']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,committed for sentence by the magistrates' court,,['SentCourtType']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,"He had already acquired a bad record,",,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,appellant was aged 18.,,['OffAgeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,13th August 2018.,,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,Crown Court at Manchester,,"['ConvCourtName', 'ConvCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,MOHAMMED  SHAHEL  HUSSAIN,1 individual male offender,['Appellent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/362,The appeal is allowed to the extent we have indicated.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,previous conviction,,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,submitted that the Recorder failed properly to direct the jury,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,He reminded the jury about the evidence of the appellant's conviction for robbery. He warned them against prejudice and over-reliance on the evidence. He also explained why they had heard it,,['JuryInstruct']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"on behalf of the appellant, submits that the Recorder erred in admitting the bad character evidence. He failed to focus on the real issue in the case,",,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,17th February 2017,,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"Crucially, the jury was told that they could not and should not convict solely on the basis of the previous conviction, but that it was to be borne in mind when considering the improbability of multiple coincidences.",,['JuryInstruct']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"prosecution had a strong circumstantial case, and the appellant's equivocations in interview and his failure to mention matters later relied on cannot have assisted him in the eyes of the jury. We do not regard this conviction as unsafe.",,['ReasonDismiss']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,the appeal will be dismissed.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,threatened a security guard,"1 individual male victim, stranger
2 total","['VicJobOffence', 'VicSex', 'VicNum', 'OffVicRelation', 'VictimType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,The appellant had pleaded guilty to an offence of robbery on 3rd March 2003 in the Crown Court at Manchester.,,"['Confess/Plead', 'PleaPoint']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,He worked full-time as an electrician.,,['OffJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,found at the appellant's home.,Fixed address,['OffHomeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,appellant's girlfriend,,['OffRelsOffence']
