publicationYear,citation,uri,row_id
2011,[2011] EWCA Crim 1259,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1259,2713
2012,[2012] EWCA Crim 1786,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1786,2676
2013,[2013] EWCA Crim 1305,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1305,1249
2014,[2014] EWCA Crim 804,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/804,1410
2015,[2015] EWCA Crim 851,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/851,3336
2016,[2016] EWCA Crim 474,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/474,2837
2017,[2017] EWCA Crim 704,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/704,3348
2018,[2018] EWCA Crim 2193,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2193,2451
2019,[2019] EWCA Crim 2245,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2245,1231
2020,[2020] EWCA Crim 137,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/137,4755
2021,[2021] EWCA Crim 306,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/306,2514
2022,[2022] EWCA Crim 1295,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1295,3921
2023,[2023] EWCA Crim 1345,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1345,3317
2024,[2024] EWCA Crim 60,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/60,873
2003,[2003] EWCA Crim 3011,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3011,5061
2004,[2004] EWCA Crim 2661,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2661,1563
2005,[2005] EWCA Crim 3135,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/3135,5333
2006,[2006] EWCA Crim 105,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/105,5219
2007,[2007] EWCA Crim 1898,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1898,5596
2008,[2008] EWCA Crim 679,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/679,5140
2009,[2009] EWCA Crim 1982,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1982,5088
2010,[2010] EWCA Crim 372,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/372,5259
2011,[2011] EWCA Crim 2842,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2842,208
2012,[2012] EWCA Crim 17,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/17,5403
2013,[2013] EWCA Crim 1261,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1261,6019
2014,[2014] EWCA Crim 1722,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/1722,5022
2015,[2015] EWCA Crim 628,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/628,3524
2016,[2016] EWCA Crim 751,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/751,2364
2017,[2017] EWCA Crim 374,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/374,1201
2018,[2018] EWCA Crim 2362,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2362,5866
2019,[2019] EWCA Crim 506,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/506,2327
2020,[2020] EWCA Crim 1529,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1529,2407
2021,[2021] EWCA Crim 601,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/601,5601
2022,[2022] EWCA Crim 922,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/922,2201
2023,[2023] EWCA Crim 339,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/339,5020
2024,[2024] EWCA Crim 196,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/196,5497
2003,[2003] EWCA Crim 3870,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3870,2806
2004,[2004] EWCA Crim 2062,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2062,1016
2005,[2005] EWCA Crim 2519,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2519,4615
2006,[2006] EWCA Crim 1079,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1079,5068
2007,[2007] EWCA Crim 2666,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2666,2481
2008,[2008] EWCA Crim 3211,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/3211,5574
2009,[2009] EWCA Crim 2111,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2111,5505
2010,[2010] EWCA Crim 1929,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1929,3428
2011,[2011] EWCA Crim 754,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/754,317
2012,[2012] EWCA Crim 1756,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1756,291
2013,[2013] EWCA Crim 368,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/368,464
2014,[2014] EWCA Crim 546,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/546,3620
2015,[2015] EWCA Crim 1816,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1816,4558
2016,[2016] EWCA Crim 1733,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1733,5927
2017,[2017] EWCA Crim 2065,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/2065,729
2018,[2018] EWCA Crim 1402,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1402,5154
2019,[2019] EWCA Crim 1111,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1111,624
2020,[2020] EWCA Crim 465,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/465,2710
2021,[2021] EWCA Crim 166,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/166,670
2022,[2022] EWCA Crim 1094,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1094,5368
2023,[2023] EWCA Crim 525,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/525,5561
2024,[2024] EWCA Crim 339,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/339,2477
2003,[2003] EWCA Crim 3713,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3713,5021
2004,[2004] EWCA Crim 2347,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2347,4372
2005,[2005] EWCA Crim 1543,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1543,826
2006,[2006] EWCA Crim 2051,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2051,2119
2007,[2007] EWCA Crim 1847,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1847,6058
2008,[2008] EWCA Crim 3188,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/3188,90
2009,[2009] EWCA Crim 1915,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1915,111
2010,[2010] EWCA Crim 102,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/102,1617
2011,[2011] EWCA Crim 1300,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1300,5077
2012,[2012] EWCA Crim 2773,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/2773,3106
2013,[2013] EWCA Crim 775,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/775,4156
2014,[2014] EWCA Crim 2908,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/2908,4143
2015,[2015] EWCA Crim 1924,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1924,3822
2016,[2016] EWCA Crim 1393,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1393,4350
2017,[2017] EWCA Crim 393,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/393,1331
2018,[2018] EWCA Crim 2190,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2190,2133
2019,[2019] EWCA Crim 804,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/804,1995
2020,[2020] EWCA Crim 1628,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1628,1529
2021,[2021] EWCA Crim 122,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/122,2873
2022,[2022] EWCA Crim 39,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/39,1358
2023,[2023] EWCA Crim 1050,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1050,120
2024,[2024] EWCA Crim 151,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/151,5759
2003,[2003] EWCA Crim 29,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/29,5258
2004,[2004] EWCA Crim 1883,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1883,480
2005,[2005] EWCA Crim 2079,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2079,3123
2006,[2006] EWCA Crim 416,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/416,2812
2007,[2007] EWCA Crim 2215,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2215,415
2008,[2008] EWCA Crim 2499,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2499,1354
2009,[2009] EWCA Crim 2544,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2544,1568
2010,[2010] EWCA Crim 2054,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2054,3560
2011,[2011] EWCA Crim 2255,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2255,3454
2012,[2012] EWCA Crim 641,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/641,1450
2013,[2013] EWCA Crim 88,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/88,2628
2014,[2014] EWCA Crim 229,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/229,570
2015,[2015] EWCA Crim 1620,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1620,2064
2016,[2016] EWCA Crim 2271,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/2271,730
2017,[2017] EWCA Crim 1066,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1066,4682
2018,[2018] EWCA Crim 244,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/244,2971
2019,[2019] EWCA Crim 836,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/836,3955
2020,[2020] EWCA Crim 1611,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1611,1174
2021,[2021] EWCA Crim 35,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/35,1544
2022,[2022] EWCA Crim 444,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/444,5614
2023,[2023] EWCA Crim 1198,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1198,1381
2024,[2024] EWCA Crim 108,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/108,2019
2003,[2003] EWCA Crim 2167,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2167,1750
2004,[2004] EWCA Crim 1944,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1944,5981
2005,[2005] EWCA Crim 2343,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2343,2658
2006,[2006] EWCA Crim 1842,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1842,219
2007,[2007] EWCA Crim 1843,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1843,280
2008,[2008] EWCA Crim 879,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/879,4928
2009,[2009] EWCA Crim 2204,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2204,4855
2010,[2010] EWCA Crim 973,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/973,1572
2011,[2011] EWCA Crim 462,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/462,4096
2012,[2012] EWCA Crim 132,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/132,3689
2013,[2013] EWCA Crim 1027,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1027,3745
2014,[2014] EWCA Crim 1594,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/1594,3904
2015,[2015] EWCA Crim 43,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/43,1619
2016,[2016] EWCA Crim 1614,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1614,4161
2017,[2017] EWCA Crim 1460,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1460,91
2018,[2018] EWCA Crim 1374,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1374,298
2019,[2019] EWCA Crim 2419,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2419,1793
2020,[2020] EWCA Crim 196,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/196,2445
2021,[2021] EWCA Crim 1673,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1673,3623
2022,[2022] EWCA Crim 1750,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1750,4521
2023,[2023] EWCA Crim 850,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/850,4937
2024,[2024] EWCA Crim 313,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/313,1305
2003,[2003] EWCA Crim 3357,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3357,2225
2004,[2004] EWCA Crim 2757,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2757,1694
2005,[2005] EWCA Crim 889,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/889,2169
2006,[2006] EWCA Crim 780,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/780,4076
2007,[2007] EWCA Crim 1994,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1994,3970
2008,[2008] EWCA Crim 2583,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2583,3261
2009,[2009] EWCA Crim 1399,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1399,3426
2010,[2010] EWCA Crim 3078,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/3078,3585
2011,[2011] EWCA Crim 642,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/642,2615
2012,[2012] EWCA Crim 5,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/5,346
2013,[2013] EWCA Crim 1283,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1283,5931
2014,[2014] EWCA Crim 1968,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/1968,4700
2015,[2015] EWCA Crim 843,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/843,2338
2016,[2016] EWCA Crim 2223,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/2223,4346
2017,[2017] EWCA Crim 1233,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1233,681
2018,[2018] EWCA Crim 1475,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1475,4177
2019,[2019] EWCA Crim 2058,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2058,3466
2020,[2020] EWCA Crim 487,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/487,207
2021,[2021] EWCA Crim 538,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/538,837
2022,[2022] EWCA Crim 1818,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1818,119
2023,[2023] EWCA Crim 1083,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1083,3564
2024,[2024] EWCA Crim 460,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/460,5083
2003,[2003] EWCA Crim 3712,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3712,220
2004,[2004] EWCA Crim 2123,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2123,134
2005,[2005] EWCA Crim 530,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/530,160
2006,[2006] EWCA Crim 1681,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1681,2960
2007,[2007] EWCA Crim 2018,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2018,913
2008,[2008] EWCA Crim 314,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/314,2527
2009,[2009] EWCA Crim 266,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/266,2813
2010,[2010] EWCA Crim 194,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/194,4048
2011,[2011] EWCA Crim 865,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/865,1792
2012,[2012] EWCA Crim 1810,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1810,4277
2013,[2013] EWCA Crim 2027,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/2027,5615
2014,[2014] EWCA Crim 318,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/318,395
2015,[2015] EWCA Crim 714,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/714,264
2016,[2016] EWCA Crim 55,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/55,514
2017,[2017] EWCA Crim 281,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/281,3727
2018,[2018] EWCA Crim 552,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/552,3016
2019,[2019] EWCA Crim 1256,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1256,1940
2020,[2020] EWCA Crim 127,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/127,1684
2021,[2021] EWCA Crim 581,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/581,4500
2022,[2022] EWCA Crim 1807,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1807,5852
2023,[2023] EWCA Crim 102,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/102,2831
2024,[2024] EWCA Crim 210,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/210,4043
2003,[2003] EWCA Crim 271,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/271,654
2004,[2004] EWCA Crim 2333,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2333,1268
2005,[2005] EWCA Crim 1979,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1979,2627
2006,[2006] EWCA Crim 1586,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1586,3504
2007,[2007] EWCA Crim 1263,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1263,2195
2008,[2008] EWCA Crim 875,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/875,2199
2009,[2009] EWCA Crim 1490,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1490,2483
2010,[2010] EWCA Crim 710,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/710,45
2011,[2011] EWCA Crim 638,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/638,4136
2012,[2012] EWCA Crim 1781,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1781,3813
2013,[2013] EWCA Crim 325,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/325,4216
2014,[2014] EWCA Crim 618,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/618,125
2015,[2015] EWCA Crim 177,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/177,672
2016,[2016] EWCA Crim 1036,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1036,328
2017,[2017] EWCA Crim 416,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/416,954
2018,[2018] EWCA Crim 1631,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1631,3571
2019,[2019] EWCA Crim 413,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/413,316
2020,[2020] EWCA Crim 1016,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1016,4919
2021,[2021] EWCA Crim 520,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/520,3734
2022,[2022] EWCA Crim 1743,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1743,4720
2023,[2023] EWCA Crim 606,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/606,2428
